,park_name,census_tract,ct,household,median_income
283,La Plaza Cultural,"1400000US36061002602,",['1400000US36061002602'],2136,70037.0
284,Sunnyside Veterans Triangle,"1400000US36081025301,",['1400000US36081025301'],1839,51302.0
285,Ocean Hill Playground,"1400000US36047036501,",['1400000US36047036501'],1161,39019.0
286,P.O. Reinaldo Salgado Playground,"1400000US36047038500,",['1400000US36047038500'],1355,39141.0
287,Sixteen Sycamores Playground,"1400000US36047003900,",['1400000US36047003900'],1160,102981.0
288,Johnny Hartman Square,"1400000US36061022900,",['1400000US36061022900'],2894,34898.0
289,Dorrence Brook Square (t),"1400000US36061022102,",['1400000US36061022102'],1162,42284.0
290,Taaffe Playground,"1400000US36047019100,",['1400000US36047019100'],1065,78750.0
291,Dean Playground,"1400000US36047016100,",['1400000US36047016100'],1402,103500.0
292,Pat Williams Playground,"1400000US36081056800,",['1400000US36081056800'],1405,64858.0
293,Kings Highway Malls,"1400000US36047074600,1400000US36047073600,","['1400000US36047074600', '1400000US36047073600']",1890,71119.5
294,Sleight Family Graveyard,"1400000US36085022600,",['1400000US36085022600'],2733,93589.0
295,Fish Playground,"1400000US36047030100,",['1400000US36047030100'],986,44911.0
296,Palmetto Playground,"1400000US36047000700,",['1400000US36047000700'],1963,130966.0
297,Sobelsohn Park,"1400000US36081077300,",['1400000US36081077300'],1081,73566.0
298,Straus Square,"1400000US36061000600,",['1400000US36061000600'],4232,19863.0
299,P.S. 376,"1400000US36047043100,",['1400000US36047043100'],1736,42269.0
300,A. Badillo Community Rose Garden,"1400000US36005014100,",['1400000US36005014100'],1928,32500.0
301,Milestone Park,"1400000US36047027800,",['1400000US36047027800'],1203,47917.0
302,High Rock Park,"1400000US36085018100,",['1400000US36085018100'],1048,90909.0
303,Mcdonald Triangle,"1400000US36047014200,",['1400000US36047014200'],1306,56324.0
304,Sara D. Roosevelt Park,"1400000US36061001600,1400000US36061003601,1400000US36061001800,","['1400000US36061001600', '1400000US36061003601', '1400000US36061001800']",7584,45051.3333333
305,P.S. 117,"1400000US36081023200,",['1400000US36081023200'],1788,65238.0
306,Riverdale Playground,"1400000US36005030900,",['1400000US36005030900'],1317,87238.0
307,P.S. 115,"1400000US36047100800,",['1400000US36047100800'],697,60446.0
308,Hart Playground,"1400000US36081026300,1400000US36081104700,","['1400000US36081026300', '1400000US36081104700']",4581,48599.5
309,P.S. 110,"1400000US36047059100,",['1400000US36047059100'],1784,76532.0
310,P.S. 119,"1400000US36047073400,",['1400000US36047073400'],668,84167.0
311,Colonel David Marcus Playground,"1400000US36047043800,",['1400000US36047043800'],934,40227.0
312,I.S. 72,"1400000US36085027706,",['1400000US36085027706'],1150,82308.0
313,I.S. 73,"1400000US36081049302,",['1400000US36081049302'],810,60268.0
314,I.S. 75,"1400000US36085017010,",['1400000US36085017010'],3075,90747.0
315,Steeplechase Park,"1400000US36047035200,",['1400000US36047035200'],471,11011.0
316,Eastchester Playground,"1400000US36005034800,",['1400000US36005034800'],2092,36156.0
317,Baruch Playground,"1400000US36061001002,",['1400000US36061001002'],2297,17560.0
318,Jennings Park,"1400000US36081048300,",['1400000US36081048300'],1278,43019.0
319,Riverside Park,"1400000US36061018300,1400000US36061019100,1400000US36061016300,1400000US36061020500,1400000US36061016700,1400000US36061019900,1400000US36061019500,1400000US36061018700,1400000US36061021100,1400000US36061017900,1400000US36061017100,1400000US36061023700,1400000US36061023300,1400000US36061017500,1400000US36061022500,1400000US36061022302,1400000US36061022900,1400000US36061015100,1400000US36061015500,1400000US36061024100,1400000US36061024700,1400000US36061022301,1400000US36061015900,1400000US36061021900,","['1400000US36061018300', '1400000US36061019100', '1400000US36061016300', '1400000US36061020500', '1400000US36061016700', '1400000US36061019900', '1400000US36061019500', '1400000US36061018700', '1400000US36061021100', '1400000US36061017900', '1400000US36061017100', '1400000US36061023700', '1400000US36061023300', '1400000US36061017500', '1400000US36061022500', '1400000US36061022302', '1400000US36061022900', '1400000US36061015100', '1400000US36061015500', '1400000US36061024100', '1400000US36061024700', '1400000US36061022301', '1400000US36061015900', '1400000US36061021900']",83850,76165.0833333
320,Aileen Ryan Rec.  Complex,"1400000US36005027600,",['1400000US36005027600'],18,54167.0
321,L/CPL Thomas P. Noonan Jr. Playground,"1400000US36081018502,",['1400000US36081018502'],1457,66139.0
322,Sh'ma Yisrael,"1400000US36047030300,",['1400000US36047030300'],1620,19696.0
323,Cyclone Site,"1400000US36047035200,",['1400000US36047035200'],471,11011.0
324,Marcy Green Center,"1400000US36047052700,",['1400000US36047052700'],2381,32022.0
325,P.O. Serrano Playground,"1400000US36005009800,",['1400000US36005009800'],1731,57438.0
326,Dawson Playground,"1400000US36005008700,",['1400000US36005008700'],1889,29188.0
327,Asser Levy Park,"1400000US36047035200,1400000US36047035000,","['1400000US36047035200', '1400000US36047035000']",1928,20950.0
328,Lou Loadti Playground,"1400000US36081017100,",['1400000US36081017100'],0,
329,I-Am-Park,"1400000US36005003700,",['1400000US36005003700'],118,
330,Lindsay Triangle,"1400000US36047050900,",['1400000US36047050900'],655,32762.0
331,Seabury Park,"1400000US36005016100,",['1400000US36005016100'],1751,12467.0
332,Lincoln Rd Block Association,"1400000US36047080000,",['1400000US36047080000'],1334,55833.0
333,Rose Hill Park,"1400000US36005039700,",['1400000US36005039700'],524,21228.0
334,Riverdale Park,"1400000US36005030900,1400000US36005029301,","['1400000US36005030900', '1400000US36005029301']",2197,94641.5
335,O'neida Triangle/rita Ley Triangle,"1400000US36005044901,",['1400000US36005044901'],717,67083.0
336,Walton Slope,"1400000US36005022702,1400000US36005022701,","['1400000US36005022702', '1400000US36005022701']",2475,26463.0
337,Grant Gore,"1400000US36047022100,",['1400000US36047022100'],1614,37140.0
338,Kenkeleba House,"1400000US36061002202,",['1400000US36061002202'],1030,68750.0
339,Marcus Garvey,"1400000US36061019800,",['1400000US36061019800'],1175,70481.0
340,Peaceful Valley Garden,"1400000US36061018400,",['1400000US36061018400'],2880,25581.0
341,Howard Av Block Association,"1400000US36047089200,",['1400000US36047089200'],1419,25350.0
342,Plaunt Triangle,"1400000US36081118500,",['1400000US36081118500'],672,51731.0
343,Edgecombe Park,"1400000US36061023100,",['1400000US36061023100'],2649,45262.0
344,Mapes Pool,"1400000US36005037100,",['1400000US36005037100'],1691,19293.0
345,Flushing Greens,"1400000US36081086900,",['1400000US36081086900'],765,34519.0
346,East Elmhurst Playground,"1400000US36081035700,",['1400000US36081035700'],1252,47763.0
347,St. James Park,"1400000US36005040100,",['1400000US36005040100'],1542,33487.0
348,Patrick Van Doren Pocket Park,"1400000US36047038700,",['1400000US36047038700'],1379,36430.0
349,Hammel Playground,"1400000US36081094202,",['1400000US36081094202'],1644,44474.0
350,Bryant Park,"1400000US36061008400,",['1400000US36061008400'],1035,120938.0
351,Prospect Playground,"1400000US36005036901,",['1400000US36005036901'],774,14821.0
352,Charlie's Place,"1400000US36047025700,",['1400000US36047025700'],654,51310.0
353,McLaughlin Playground,"1400000US36081047600,",['1400000US36081047600'],481,86750.0
354,Shooters Island,"1400000US36085022300,",['1400000US36085022300'],840,60511.0
355,Dry Dock,"1400000US36061002800,",['1400000US36061002800'],3292,30056.0
356,Project Eden,"1400000US36081070300,1400000US36081070700,","['1400000US36081070300', '1400000US36081070700']",1647,68930.0
357,D'Auria-Murphy Triangle,"1400000US36005039100,",['1400000US36005039100'],2359,30661.0
358,Fishbridge Garden,"1400000US36061001501,",['1400000US36061001501'],3561,81867.0
359,Garden Of Love,"1400000US36061020102,",['1400000US36061020102'],1799,54563.0
360,Taylor Playground,"1400000US36005021601,",['1400000US36005021601'],1586,25847.0
361,Albert J. Parham Playground,"1400000US36047018300,",['1400000US36047018300'],1279,93625.0
362,Jones Woods Park,"1400000US36085007700,",['1400000US36085007700'],445,51595.0
363,Printer's Park,"1400000US36005011900,",['1400000US36005011900'],1943,22097.0
364,Five Parks (FDR Drive),"1400000US36061010601,1400000US36061008603,","['1400000US36061010601', '1400000US36061008603']",7087,133896.0
365,Coleman Playground,"1400000US36061000800,",['1400000US36061000800'],3591,27137.0
366,Stockton Playground,"1400000US36047025700,",['1400000US36047025700'],654,51310.0
367,North Meadow Recreation Center,"1400000US36061014300,",['1400000US36061014300'],0,
368,Plimpton Playground,"1400000US36005021302,",['1400000US36005021302'],1961,30362.0
369,Grant Park,"1400000US36005017902,",['1400000US36005017902'],1114,20852.0
370,Pueble Unido Garden,"1400000US36061017402,",['1400000US36061017402'],887,37426.0
371,Fort Greene Park,"1400000US36047003100,",['1400000US36047003100'],1019,69609.0
372,Wilson Playground,"1400000US36047098800,",['1400000US36047098800'],1022,59348.0
373,Crescent Park,"1400000US36005027700,",['1400000US36005027700'],1748,33095.0
374,Francis Lewis Playground,"1400000US36081146300,",['1400000US36081146300'],957,79297.0
375,Cobble Hill Park,"1400000US36047004500,",['1400000US36047004500'],1654,138281.0
376,Frederick Douglass Playground,"1400000US36061018900,",['1400000US36061018900'],5037,28158.0
377,Alley Pond Park Zone 8,"1400000US36081138502,",['1400000US36081138502'],0,
378,La Perla Garden,"1400000US36061018900,",['1400000US36061018900'],5037,28158.0
379,Southern Parkway,"1400000US36081030600,",['1400000US36081030600'],1224,66974.0
380,Skate Park And Basketball Courts,"1400000US36061019900,",['1400000US36061019900'],3330,76902.0
381,Battery Park,"1400000US36061000900,1400000US36061031900,","['1400000US36061000900', '1400000US36061031900']",758,147500.0
382,Sheepshead Bay Piers,"1400000US36047060800,",['1400000US36047060800'],1471,50213.0
383,Reed's Basket Willow Swamp Park,"1400000US36085017700,",['1400000US36085017700'],2415,104458.0
384,James J Walker Park,"1400000US36061006700,",['1400000US36061006700'],3258,88492.0
385,Fresh Meadows Playground,"1400000US36081122300,",['1400000US36081122300'],1140,68864.0
386,Tilden Playground,"1400000US36047085000,",['1400000US36047085000'],462,75417.0
387,Clintonville Playground,"1400000US36081102900,",['1400000US36081102900'],1318,66574.0
388,Cardozo Playground,"1400000US36081097204,",['1400000US36081097204'],1107,40506.0
389,River Garden,"1400000US36005022000,",['1400000US36005022000'],464,23167.0
390,Bergen Park,"1400000US36005023502,",['1400000US36005023502'],1687,21582.0
391,Ketchum Triangle,"1400000US36047042800,",['1400000US36047042800'],1454,52188.0
392,Detective Keith L Williams Park,"1400000US36081044000,",['1400000US36081044000'],1048,52237.0
393,Hoover - Manton Playgrounds,"1400000US36081022001,",['1400000US36081022001'],2800,61867.0
394,Longfellow Garden,"1400000US36005012102,",['1400000US36005012102'],531,20028.0
395,Stuyvesant Square,"1400000US36061004800,",['1400000US36061004800'],3393,106789.0
396,Joseph Austin Playground,"1400000US36081045200,",['1400000US36081045200'],163,40313.0
397,Montefiore Square,"1400000US36061022301,",['1400000US36061022301'],2380,37500.0
398,Penn Triangle,"1400000US36047053700,",['1400000US36047053700'],696,26346.0
399,Gardens Of Union,"1400000US36047013300,",['1400000US36047013300'],1824,144293.0
400,Sidney Hillman Playground,"1400000US36061001200,",['1400000US36061001200'],1844,41705.0
401,Stop & Go Playground,"1400000US36005039500,",['1400000US36005039500'],1447,25702.0
402,North Pacific Playground,"1400000US36047003900,",['1400000US36047003900'],1160,102981.0
403,Montbellier Park,"1400000US36081032800,",['1400000US36081032800'],687,58125.0
404,Kissena Corridor Park,"1400000US36081083700,1400000US36081140902,1400000US36081141700,1400000US36081079702,1400000US36081134700,1400000US36081133300,","['1400000US36081083700', '1400000US36081140902', '1400000US36081141700', '1400000US36081079702', '1400000US36081134700', '1400000US36081133300']",10646,68990.6666667
405,6BC Botanical Garden,"1400000US36061002601,",['1400000US36061002601'],1539,43854.0
406,Michael Crescenzo Triangle,"1400000US36005026601,",['1400000US36005026601'],1307,52450.0
407,Fort Tryon Park,"1400000US36061028100,1400000US36061027500,1400000US36061028700,1400000US36061027300,","['1400000US36061028100', '1400000US36061027500', '1400000US36061028700', '1400000US36061027300']",7779,80197.75
408,Tremont Park,"1400000US36005039500,",['1400000US36005039500'],1447,25702.0
409,Dr. Ronald E. McNair Playground,"1400000US36061019600,",['1400000US36061019600'],1576,19045.0
410,Harmony Park,"1400000US36047027100,",['1400000US36047027100'],1035,37104.0
411,Broad Channel Wetlands,"1400000US36081107201,1400000US36081107202,","['1400000US36081107201', '1400000US36081107202']",838,71667.0
412,Family Group Garden,"1400000US36005006900,",['1400000US36005006900'],2668,19741.0
413,Orchard Alley Garden,"1400000US36061002601,",['1400000US36061002601'],1539,43854.0
414,Kaiser Park,"1400000US36047033000,",['1400000US36047033000'],1736,23007.0
415,Livonia Park,"1400000US36047091000,",['1400000US36047091000'],2433,10746.0
416,South Shore Country Club,"1400000US36085020801,",['1400000US36085020801'],3231,75453.0
417,Willoughby Playground,"1400000US36047025901,",['1400000US36047025901'],631,41289.0
418,Torsney Playground,"1400000US36081017100,",['1400000US36081017100'],0,
419,Cohn Triangle,"1400000US36047053500,",['1400000US36047053500'],1097,20044.0
420,P.S. 36,"1400000US36085017005,",['1400000US36085017005'],1623,100162.0
421,Brower Park,"1400000US36047034100,",['1400000US36047034100'],1048,50417.0
422,Edenwald Playground,"1400000US36005045800,",['1400000US36005045800'],1930,16161.0
423,Catherine Slip Malls,"1400000US36061002500,1400000US36061000800,","['1400000US36061002500', '1400000US36061000800']",5577,21832.0
424,Givan Square,"1400000US36005036000,1400000US36005035600,","['1400000US36005036000', '1400000US36005035600']",1568,63316.0
425,Parks Council Success Garden,"1400000US36061022600,",['1400000US36061022600'],1795,36627.0
426,Colden Playground,"1400000US36081088901,",['1400000US36081088901'],4105,42276.0
427,Woodtree Playground,"1400000US36081012301,",['1400000US36081012301'],1111,84026.0
428,Aimee Triangle,"1400000US36047064400,1400000US36047043400,","['1400000US36047064400', '1400000US36047043400']",1975,65089.5
429,Alley Pond Park,"1400000US36081138502,1400000US36081138501,1400000US36081129104,1400000US36081150701,1400000US36081137700,1400000US36081148300,1400000US36081147900,","['1400000US36081138502', '1400000US36081138501', '1400000US36081129104', '1400000US36081150701', '1400000US36081137700', '1400000US36081148300', '1400000US36081147900']",9388,83543.6666667
430,Father Fagan Square,"1400000US36061003700,",['1400000US36061003700'],1361,129904.0
431,P.S. 299,"1400000US36047039900,",['1400000US36047039900'],1272,31563.0
432,St. Vartan Park,"1400000US36061007800,",['1400000US36061007800'],4627,120205.0
433,Andrew Haswell Green Park,"1400000US36061010602,",['1400000US36061010602'],2366,120053.0
434,Claremont Neighborhood Garden,"1400000US36005017701,",['1400000US36005017701'],1239,25022.0
435,Luther Gulick Playground,"1400000US36061001200,",['1400000US36061001200'],1844,41705.0
436,Herald Square,"1400000US36061010900,",['1400000US36061010900'],91,135750.0
437,Stanton St Courts,"1400000US36061003601,",['1400000US36061003601'],1438,44286.0
438,The High Line,"1400000US36061009900,1400000US36061008300,1400000US36061007900,","['1400000US36061009900', '1400000US36061008300', '1400000US36061007900']",7488,94043.6666667
439,Bkln Bears Rockwell Pl Garden,"1400000US36047003300,",['1400000US36047003300'],1621,105642.0
