,park_name,census_tract
1880,Columbus Park,"[u'1400000US36061002900', u'1400000US36047001100']"
1881,Madison Square Park,[u'1400000US36061005600']
1882,Block Association #81,[u'1400000US36081019800']
1883,Franklin Triangle,[u'1400000US36005018500']
1884,Peace Park,[u'1400000US36005022901']
1885,Duane Park,[u'1400000US36061003900']
1886,Muller Triangle,[u'1400000US36005040100']
1887,Garden,"[u'1400000US36047029900', u'1400000US36081099200', u'1400000US36047092000', u'1400000US36061023502', u'1400000US36085017600']"
1888,Pleasant Plains Plaza,[u'1400000US36085022600']
1889,P.S. 238,[u'1400000US36047042000']
1890,Breininger Park,[u'1400000US36081162100']
1891,Prall Playground,[u'1400000US36085012500']
1892,The Public Theater,[u'1400000US36061005700']
1893,Samuel H. Young Park,[u'1400000US36005028400']
1894,Woodruff Playground,[u'1400000US36047122000']
1895,Flagship Park,[u'1400000US36081077300']
1896,Donnellan Square,[u'1400000US36061023100']
1897,Concerned Residents of Barbey Street,[u'1400000US36047115000']
1898,Playground 286,[u'1400000US36047059600']
1899,Dugan Playground,[u'1400000US36085012806']
1900,Clinton Playground,[u'1400000US36005016300']
1901,DeSalvio Playground,[u'1400000US36061004100']
1902,P.S. 306,[u'1400000US36005021700']
1903,Gilbert Ramirez Park,[u'1400000US36047048500']
1904,The Secret Garden,[u'1400000US36061002601']
1905,P.S. 62,[u'1400000US36081011000']
1906,Reiff Playground,[u'1400000US36081052100']
1907,Miele Park,[u'1400000US36005018400']
1908,Parade Ground North,[u'1400000US36005043500']
1909,Sunners Playground,[u'1400000US36047072200']
1910,P.S. 164,[u'1400000US36047023200']
1911,P.S. 161,[u'1400000US36047031900']
1912,Bruckner Playground,[u'1400000US36005015200']
1913,Hull Street Garden,[u'1400000US36047036900']
1914,Dante Park,[u'1400000US36061014900']
1915,Marcy Playground,[u'1400000US36047025500']
1916,Garden Playground,[u'1400000US36047038900']
1917,St. Nicholas - Powers St. Garden,[u'1400000US36047048100']
1918,Lady Moody Triangle,[u'1400000US36047039800']
1919,Rev. Linnette C Williamson Memorial Park,[u'1400000US36061020800']
1920,Grassmere Playground,[u'1400000US36081099801']
1921,St. John's Recreation Center,[u'1400000US36047034500']
1922,Rainbow Garden,[u'1400000US36005014100']
1923,Adam Clayton Powell Jr. Malls,"[u'1400000US36061021600', u'1400000US36061021800']"
1924,Dongan Playground,[u'1400000US36085011201']
1925,Garrison Park,[u'1400000US36005011502']
1926,Sumner Playground,[u'1400000US36047028502']
1927,Wishing Well Garden,[u'1400000US36005008700']
1928,Hester St Plgd,[u'1400000US36061001600']
1929,Broad Channel American Park,[u'1400000US36081107201']
1930,Joan Of Arc Park,"[u'1400000US36061018300', u'1400000US36061017900']"
1931,Wright Brothers Playground,[u'1400000US36061023900']
1932,Sumpter Community Garden,[u'1400000US36047037900']
1933,Prospect Heights Community Farm,[u'1400000US36047020500']
1934,Allied Productions/Le Petit Versailles,[u'1400000US36061002202']
1935,East Flatbush Children's Park,[u'1400000US36047088200']
1936,Walton Walk,[u'1400000US36005022701']
1937,Veterns Circle,[u'1400000US36081093402']
1938,Tecumseh Playground,[u'1400000US36061016100']
1939,Palmer Inlet,[u'1400000US36005027402']
1940,Amboy Neighborhood Center,[u'1400000US36047090200']
1941,Convent Garden,[u'1400000US36061023501']
1942,West 4th Street Courts,[u'1400000US36061006500']
1943,Dr. Green Playground,[u'1400000US36047091200']
1944,Alley Athletic Playground,[u'1400000US36081156700']
1945,Nellie Bly Park,[u'1400000US36047030400']
1946,Glenwood Houses,[u'1400000US36047094402']
1947,Community Of Poor People In Action,[u'1400000US36061002201']
1948,Diamante Garden,[u'1400000US36061018800']
1949,Gutenberg Playground,[u'1400000US36061012700']
1950,Lafayette Playground,"[u'1400000US36047028900', u'1400000US36047030000']"
1951,Clearview's Tail,[u'1400000US36081049200']
1952,Wards Island Park,[u'1400000US36061024000']
1953,Dr. Gertrude B. Kelly Playground,[u'1400000US36061008300']
1954,Tompkins Square Park,[u'1400000US36061003200']
1955,Junction Playground,[u'1400000US36081037500']
1956,132 St Block Association Park,[u'1400000US36061022600']
1957,Herbal Garden,[u'1400000US36047115000']
1958,Good Shepherds Garden,[u'1400000US36047116400']
1959,First Park,[u'1400000US36061003602']
1960,Cypress Hills Playground,[u'1400000US36047121000']
1961,P.S./I.S. 194,[u'1400000US36005009600']
1962,Starlight Park,[u'1400000US36005015700']
1963,Memorial Gore (t),[u'1400000US36047047700']
1964,Park Of The Americas,[u'1400000US36081040500']
1965,Bar and Grill Park,[u'1400000US36047002100']
1966,Pratt Playground,[u'1400000US36047019300']
1967,5th St Slope Garden,[u'1400000US36061002601']
1968,Seth Low Playground/ Bealin Square,[u'1400000US36047043000']
1969,Sunrise Playground,[u'1400000US36081066400']
1970,North 5th Street Pier,[u'1400000US36047055500']
1971,The Pearly Gates,[u'1400000US36005020200']
1972,William Simmons Community Garden Club,[u'1400000US36081044000']
1973,Pierrepont Playground,[u'1400000US36047000301']
1974,Fairview Park,[u'1400000US36085022600']
1975,Kosciuszko Pool,[u'1400000US36047025300']
1976,Greenwood Playground,"[u'1400000US36047050000', u'1400000US36047150200']"
1977,Laurelton Parkway,"[u'1400000US36081063800', u'1400000US36081061602', u'1400000US36081062200', u'1400000US36081061400', u'1400000US36081064600']"
1978,Stapleton Playground,[u'1400000US36085002900']
1979,Grady Playground,[u'1400000US36047036600']
1980,North Rochdale Playground,[u'1400000US36081033402']
1981,Schiff Malls,[u'1400000US36061001800']
1982,Campos Garden,[u'1400000US36061002800']
1983,Jackie Robinson,[u'1400000US36061023100']
1984,Sergeant Colyer Square,[u'1400000US36081018000']
1985,Sternberg Park,[u'1400000US36047051100']
1986,St Michaels Playground,[u'1400000US36081029700']
1987,Tudor Park,[u'1400000US36081005800']
1988,Jerome Slope,"[u'1400000US36005018900', u'1400000US36005019300']"
1989,Bealin Square,[u'1400000US36047043000']
1990,Sunshine Community Garden,[u'1400000US36047050500']
1991,Colonel Charles Young Triangle,[u'1400000US36061023600']
1992,Fisher Pool,[u'1400000US36081036300']
1993,Dimattina Playground,"[u'1400000US36047006300', u'1400000US36047005900']"
1994,104th St. Softball Field,[u'1400000US36061019100']
1995,P.S. 223,[u'1400000US36081018401']
1996,"Saratoga Square Urban Renewal Area, Site 164",[u'1400000US36047037100']
1997,American Heart,[u'1400000US36047026100']
1998,Classon Triangle,[u'1400000US36047053700']
1999,Triborough Bridge Playground A,[u'1400000US36081009900']
2000,Triborough Bridge Playground C,[u'1400000US36081009500']
2001,West 186th Street Basketball Court,[u'1400000US36061026900']
2002,Lentol Garden,[u'1400000US36047049900']
2003,Triborough Bridge Playground D,[u'1400000US36081009500']
2004,Curtis Playground,[u'1400000US36047095400']
2005,Cutinella Triangle,[u'1400000US36047038600']
2006,Jamaica Gateway Park,[u'1400000US36081020800']
2007,Hutchinson River Parkway,"[u'1400000US36005019400', u'1400000US36005028400', u'1400000US36005027600', u'1400000US36005009000', u'1400000US36005030200', u'1400000US36005030000', u'1400000US36005031000', u'1400000US36005011000', u'1400000US36005046201', u'1400000US36005016600']"
2008,GREENST,[u'1400000US36081038302']
2009,Merchant's House Museum,[u'1400000US36061005700']
2010,Rappaport Playground,[u'1400000US36047011600']
2011,MARINE PARK,[u'1400000US36047066600']
2012,Garden Of Happiness,[u'1400000US36005037100']
2013,Mapes,[u'1400000US36005037100']
2014,Townsend Garden,[u'1400000US36005022701']
2015,Ruoff Triangle,[u'1400000US36081004200']
2016,Zimmerman Playground,[u'1400000US36005033600']
2017,College Point Park,"[u'1400000US36081090700', u'1400000US36081092900']"
2018,St. Andrew's Playground,[u'1400000US36047027100']
2019,Beatty Plaza,[u'1400000US36005014900']
2020,Barone Triangle,[u'1400000US36047070000']
2021,Father Demo Square,[u'1400000US36061006700']
2022,P.S. 226,[u'1400000US36047044600']
2023,P.S. 221,[u'1400000US36047035500']
2024,Sobel Playground,[u'1400000US36047053500']
2025,Poppenhusen Park,[u'1400000US36081094700']
2026,Legion Triangle,[u'1400000US36081000600']
2027,Mahoney Playground,[u'1400000US36085000700']
